title,link,job_description,published,companyName,companyLocation
Senior Software Engineer,https://in.indeed.com/rc/clk?jk=3c35537191b53678&fccid=13eb996a084cac98&vjs=3,"
You will be mentoring and providing technical leadership to a team of engineers.
Experience in providing technical leadership, mentoring, and driving team of…
",Posted30+ days ago,UiPath,"Bengaluru, Karnataka"
Machine Learning Engineer,https://in.indeed.com/rc/clk?jk=44266f6045ac3f7c&fccid=98b9b42edec7c9f8&vjs=3,"
Working on designing, developing and augmenting ML models and algorithms.
Designing, evaluating and overseeing implementations of our Machine Learning systems.
",Posted30+ days ago,Staffio HR,"Bengaluru, Karnataka"
Senior DevOps Engineer,https://in.indeed.com/rc/clk?jk=7ee3207fb0e8c3c0&fccid=b79d855696655391&vjs=3,"
Creation of tools, automation scripts, and streamlined processes.
Build, manage, and maintain large-scale enterprise cloud environments (On-premise and public).
",Posted30+ days ago,Synctactic AI,"JP Nagar, Bengaluru, Karnataka"
Team Lead Data Science,https://in.indeed.com/rc/clk?jk=9f627e18298386f7&fccid=9a747d5b1e8f3dae&vjs=3,"
Mentor and lead a team of very talented ML engineers.
Develop and deliver ML models to solve the business problems in accounts receivables space.
",Posted30+ days ago,HighRadius,"Bhubaneshwar, Orissa"
MACHINE LEARNING ENGINEER,https://in.indeed.com/rc/clk?jk=7cae80d6134e98ac&fccid=9844b0b51bf8ad33&vjs=3,"
>> • Study and transform data science prototypes.
>> • Design machine learning systems.
>> • Research and implement appropriate ML algorithms and tools.
",Posted30+ days ago,Saffron Consultancy Services,"Remote in Pune, Maharashtra"
AI Engineer - Enterprise Platform support,https://in.indeed.com/rc/clk?jk=b3966e263cf8d112&fccid=3d30677097704d8f&vjs=3,"
This position supports the DT Center of Excellence, scaling machine learning across the enterprise through Enterprise ML tools/processes and development/support…
",Posted30+ days ago,Collins Aerospace,"Bengaluru, Karnataka"
"Applied Scientist, Taskless",https://in.indeed.com/rc/clk?jk=283461cbd15c4dbe&fccid=fe2d21eef233e94a&vjs=3,"
As an applied machine learning scientist, you work with a team of scientists and engineers to drive research directions.
Design, experiment and evaluate models.
",Posted27 days ago,ADCI HYD 13 SEZ,"Gurgaon, Haryana"
"SDE III, Prime Video X-Ray",https://in.indeed.com/rc/clk?jk=a29a70d3e25da123&fccid=fe2d21eef233e94a&vjs=3,"
4+ years of professional software development experience.
3+ years of programming experience with at least one modern language such as Java, C++, or C#…
",Posted9 days ago,ADCI - Karnataka,Karnataka
Senior Software Engineer-Python Expert,https://in.indeed.com/rc/clk?jk=d7b97ede66765f15&fccid=96c233ccb1f1b59f&vjs=3,"
The Profile is to develop Solution which involves Form Data Extraction.
The Forms may be Digital Pdf, Scanned Image Pdf or Docx files.
",Posted17 days ago,RxLogix,"Noida, Uttar Pradesh"
Sr. Software Engineer,https://in.indeed.com/rc/clk?jk=19c4488f9128aab4&fccid=be293f1def77a963&vjs=3,"
Gartner is looking for a Senior Software Developer focusing on data engineering.
This person will be a part of team developing and supporting Gartner‘s client…
",Posted7 days ago,Gartner,"Gurgaon, Haryana"
Senior Engineer-Software Development (Android),https://in.indeed.com/rc/clk?jk=53e20dc25c5993d0&fccid=9478b42391f5eb68&vjs=3,"
Job Category – Software Programming, Designing.
Relevant Work Experience – 4 to 7 years.
We make ML based products that predict upcoming issues in complex…
",Posted16 days ago,HEAL Software,"Bengaluru, Karnataka"
Data Integration Engineer,https://in.indeed.com/rc/clk?jk=b4da43b37e5f1ca0&fccid=f1f71169fe44a4e6&vjs=3,"
Experience in Data Collection with Hardware like IMU sensors, ECU, Raspberry Pi, Micro-controllers, IoT devices, Cameras, Add-on boards.
",Posted28 days ago,Autoliv India,"Devanalli Fort, Karnataka"
Automotive Cyber Security - Embedded Software Engineer,https://in.indeed.com/rc/clk?jk=f3756c2dae310ce4&fccid=a2faf1301ac6ad4b&vjs=3,"
Our team focuses in understanding security needs, developing Platform and customer specific security solutions , analyzing threat and risk and developing robust…
",Posted30+ days ago,Bosch Group,"Bengaluru, Karnataka"
"Engineering Manager, Product Copy Writing – Marketing Techno...",https://in.indeed.com/rc/clk?jk=30475d8ada7ea6c5&fccid=2c62e4de04b8f952&vjs=3,"
The engineering manager supports a squad of world class engineers, manages delivery priorities and ensures high quality and well architected solutions are…
",Posted30+ days ago,Nike,"Bengaluru, Karnataka"
Lead Data Scientist,https://in.indeed.com/rc/clk?jk=bf8759751b6908c4&fccid=230fd3df850fa242&vjs=3,"
Working with a team of engineers and architects, you will be responsible for prototyping, designing, developing, and supporting a highly scalable SaaS based…
",Posted30+ days ago,Qualys,"Pune, Maharashtra"
Senior Software Engineer - React Native,https://in.indeed.com/rc/clk?jk=ad39f88953274c4d&fccid=2ef7ebb4911abfb0&vjs=3,"
Senior Software Engineer- React Native will use his/her passion and expertise for creating world-class products.
Design and Build complicated Workflow.
",Posted30+ days ago,Tekion,"Bengaluru, Karnataka"
SDET/QA Engineer - Bangalore/Mumbai/Pune,https://in.indeed.com/rc/clk?jk=898320427f238b9e&fccid=35624527cbf63975&vjs=3,"
Hands on experience in core java, Selenium, Cucumber, TestNG and Shell scripting.
Involved in development of java based API and UI automation framework. ( for 5…
",Posted30+ days ago,Wissen Technology,"Mumbai, Maharashtra+2 locations"
Associate Structural & Payloads Design Engineer,https://in.indeed.com/rc/clk?jk=d2d6e5f8cfcb1f03&fccid=edae4285faf6c2f0&vjs=3,"
This position will focus on supporting the Boeing Commercial Airplanes (BCA), Boeing Defense, Space and Security (BDS) and Boeing Global Services (BGS) business…
",Posted22 days ago,BOEING,"Chennai, Tamil Nadu"
Machine Learning Engineer,https://in.indeed.com/rc/clk?jk=67aad5a9f6d9aba4&fccid=337a6def957a3d60&vjs=3,"
Developing a micro AI solution that will automate the tasks in the process.
Act in Advisory role on suggesting methods and approaches to solve business problems…
",Posted30+ days ago,TalentBee,"Bengaluru, Karnataka"
PHP Developer,https://in.indeed.com/rc/clk?jk=f20898f0f98134b4&fccid=81dc3aa4c1c4d548&vjs=3,"
We provide simple digital solutions to complex business problems of our enterprise and start-up customers.
Collaborate with the team members to understand the…
",Posted30+ days ago,OptiSol,"Chennai, Tamil Nadu"
Assistant Manager - Service Now Senior Developer – ITSM,https://in.indeed.com/rc/clk?jk=1c268080002d46ed&fccid=afe30394bfba1470&vjs=3,"
Possess a hybrid skill set of a UI/UX engineer combined with a deep appreciation of the power and limits of AI/ML.
Basics of NLU (Intents, Entities).
",Posted9 days ago,Genpact,"Gurgaon, Haryana"
Senior Platform Engineer,https://in.indeed.com/rc/clk?jk=e382de6c34c01006&fccid=e15d9e27876d9dc3&vjs=3,"
Massive data: You will source / examine, analyze, engineer data pipelines for gigabytes/terabytes of structured and unstructured data with our platform to…
",Posted30+ days ago,Equinix,"Bengaluru, Karnataka"
Senior Manager Data and AI Delivery,https://in.indeed.com/rc/clk?jk=c5b78d044bc6be57&fccid=d5e3dc20c284054b&vjs=3,"
To execute on your roadmaps, you will oversee multiple teams of highly talented data scientists, data engineers, machine learning engineers aimed at delivering…
",Posted23 days ago,Kimberly-Clark,"Bengaluru, Karnataka"
Software Engineer CakePHP,https://in.indeed.com/rc/clk?jk=1de000017664c57f&fccid=6f6d3f24622f8d5a&vjs=3,"
AuthBridge is a leading provider of platforms and solutions that enable trust.
360 degree exposure to work closely with vendors and clients and provide them…
",Posted30+ days ago,Authbridge,"Gurgaon, Haryana"
Engineering Specialist- Machine Learning,https://in.indeed.com/rc/clk?jk=d7fdb03724a281cb&fccid=f349f6e84d53b739&vjs=3,"
Performs code/script reviews of senior engineers in the team.
The CEC maintains standards of analytical, operational and technological excellence across our…
",Posted6 days ago,ZS Associates,"Bengaluru, Karnataka"
Artificial Intelligence Engineer,https://in.indeed.com/rc/clk?jk=d1e39c9a9db351be&fccid=dd616958bd9ddc12&vjs=3,"
You will help build our AI development and production infrastructure and set our technical standards.
Understand the business problem, challenge of existing…
",Posted30+ days ago,Gridlogic,"Hyderabad, Telangana"
Lead Engineer - IIoT End node development,https://in.indeed.com/rc/clk?jk=8570b67179042690&fccid=ea6bb53f0b18b8f2&vjs=3,"
Liaison with System engineers and Hardware engineers to build optimal solutions.
Define and implement SW involving IIoT functionality with RTOS to build state…
",Posted30+ days ago,Siemens,"Bengaluru, Karnataka"
Software Development Engineer - 2 SSAI,https://in.indeed.com/rc/clk?jk=47e32b1fd59abfb5&fccid=fe2d21eef233e94a&vjs=3,"
As an engineer on the team, you will define, design and implement key initiatives in building the new DL systems that powers search, sponsored products, Alexa…
",Posted30+ days ago,ADCI - Karnataka,"Bengaluru, Karnataka"
Data Science,https://in.indeed.com/rc/clk?jk=95df13bdf11a6507&fccid=b40199ce67b2b97c&vjs=3,"
Design, Development and Deployment of new Machine Learning Solutions.
Sound knowledge of statistical concepts.
At least one programming knowledge – R/Python.
",Posted30+ days ago,Shifastar,"Mumbai, Maharashtra"
SR. MACHINE LEARNING ENGINEER,https://in.indeed.com/rc/clk?jk=9510c68a02d36f34&fccid=acd876e953badce4&vjs=3,"
Collaborate with data engineers, application programmers and data scientists.
Develop a state of the art data science and ML runtime stack in a multi-cloud…
",Posted30 days ago,Galytix,"Gurgaon, Haryana"
Machine Learning - PAN INDIA - Immediate Requirement,https://in.indeed.com/rc/clk?jk=bf6e53826e9677a9&fccid=2df6a1e69a70a1e7&vjs=3,"
Should be a team person who can co-work with fellow machine learning engineers, testers, product owners and business users.
",Posted30+ days ago,Cognizant,"Chennai, Tamil Nadu"
Software Engineer (Big Data),https://in.indeed.com/rc/clk?jk=18ec33234a605635&fccid=7f620185bfc7679a&vjs=3,"
Product minded engineer with strong problem solving and analytical skills.
Build, scale and maintain the Klevu data platform.
Familiar with R or python.
",Posted30+ days ago,Klevu Oy,Remote
Sr. Associate - Projects,https://in.indeed.com/rc/clk?jk=bd09286fe0385f38&fccid=2df6a1e69a70a1e7&vjs=3,"
Should be a team person who can co-work with fellow machine learning engineers, testers, product owners and business users.
",Posted30+ days ago,Cognizant,"Pune, Maharashtra"
"Software Engineer Python, Machine Learning/AI",https://in.indeed.com/rc/clk?jk=6f85c207c0da258d&fccid=0aed0a82792b8cb5&vjs=3,"
Proven industry experience in Python programming (Preferred).
Passion coupled with knowledge of ML/AI Models (Nice to have).
",Posted30+ days ago,Truedge Software Solutions,"Hyderabad, Telangana"
Technical Lead,https://in.indeed.com/rc/clk?jk=3f9fdf2741ed4b0d&fccid=6ffb9b2183d2d206&vjs=3,"
Provide leadership and mentor a group of engineers in an innovative and fast-paced environment.
From young open source enthusiasts to experienced Googlers, this…
",Posted30+ days ago,Vymo,"Bengaluru, Karnataka"
Data Scientist,https://in.indeed.com/rc/clk?jk=fada2569488d22c4&fccid=837bf790761c391a&vjs=3,"
Lead technology innovation projects in the field of advanced analytics, including predictive maintenance and machine learning, for commercial vehicle,…
",Posted17 days ago,ZF,"Chennai, Tamil Nadu"
Senior Software Engineer - Data and ML,https://in.indeed.com/rc/clk?jk=80886da14b0c04d6&fccid=c267f29f0f85e8b8&vjs=3,"
Build Cyber Security Solutions by applying Data/Machine Learning technologies.
Collaborate across high-performance software engineering teams to develop…
",Posted30+ days ago,NVIDIA,"Pune, Maharashtra+1 location"
Senior Engineer / DevOps,https://in.indeed.com/rc/clk?jk=167ed74e16b104bb&fccid=4faf342d2307e9ed&vjs=3,"
Develop Infrastructure as Code (IAC) for cloud-based network security and connectivity components such as IDPS, content inspection, and authentication…
",Posted30+ days ago,Harman International,"Bengaluru, Karnataka"
"Software Engineer, Annotation Infrastructure",https://in.indeed.com/rc/clk?jk=8baf9a4a663b1a1f&fccid=5b4ea6c0422a3b24&vjs=3,"
Your work will impact every customer, and the productivity of all functional teams at Moveworks.
Work closely with the product and engineering teams to augment…
",Posted30+ days ago,Moveworks.ai,"Bengaluru, Karnataka"
Senior Full Stack Software Architect,https://in.indeed.com/rc/clk?jk=2df7aa42e5833bcb&fccid=edae4285faf6c2f0&vjs=3,"
The selected individual will be a skilled, highly professional engineer, work collaboratively with an international team comprising software development,…
",Posted8 days ago,BOEING,"Bengaluru, Karnataka"
